datetime,Price
2015-10-29,18.57
2015-10-30,19.21
2015-11-03,19.53
2015-11-04,19.77
2015-11-05,19.68
2015-11-06,19.71
2015-11-09,19.87
2015-11-10,19.89
2015-11-11,20.4
2015-11-12,20.16
2015-11-13,20.27
2015-11-16,20.15
2015-11-17,20.37
2015-11-18,20.32
2015-11-19,20.69
2015-11-23,20.91
2015-11-24,21.0
2015-11-25,20.66
2015-11-26,20.65
2015-11-27,20.9
2015-11-30,20.34
2015-12-01,20.22
2015-12-02,20.34
2015-12-03,20.73
2015-12-04,20.95
2015-12-07,21.12
2015-12-08,20.88
2015-12-09,21.12
2015-12-10,21.12
2015-12-11,20.84
2015-12-14,20.62
2015-12-15,20.93
2015-12-16,20.62
2015-12-17,20.81
2015-12-18,20.86
2015-12-21,20.45
2015-12-22,20.48
2015-12-23,20.55
2015-12-28,20.85
2015-12-29,21.28
2015-12-30,20.86
2016-01-04,20.23
2016-01-05,20.38
2016-01-06,20.25
2016-01-07,20.2
2016-01-08,20.28
2016-01-11,20.51
2016-01-12,20.62
2016-01-13,20.95
2016-01-14,20.66
2016-01-15,20.69
2016-01-18,20.75
2016-01-19,20.77
2016-01-20,20.43
2016-01-21,20.12
2016-01-22,20.15
2016-01-26,20.09
2016-01-27,20.31
2016-01-28,20.23
2016-01-29,20.41
2016-02-01,20.59
2016-02-02,20.51
2016-02-03,20.55
2016-02-04,20.84
2016-02-05,20.67
2016-02-10,20.39
2016-02-11,20.17
2016-02-12,20.21
2016-02-15,20.16
2016-02-16,20.09
2016-02-17,19.89
2016-02-18,20.09
2016-02-19,19.71
2016-02-22,20.16
2016-02-23,20.08
2016-02-24,19.71
2016-02-25,19.88
2016-02-26,19.94
2016-02-29,19.76
2016-03-01,19.6
2016-03-02,19.99
2016-03-03,20.22
2016-03-04,20.78
2016-03-07,20.4
2016-03-08,20.46
2016-03-09,20.8
2016-03-10,21.02
2016-03-11,21.32
2016-03-14,21.38
2016-03-15,20.92
2016-03-16,20.36
2016-03-17,21.18
2016-03-18,21.28
2016-03-21,21.23
2016-03-22,21.23
2016-03-23,20.97
2016-03-24,20.83
2016-03-28,21.07
2016-03-29,20.94
2016-03-30,21.27
2016-03-31,21.45
2016-04-01,21.15
2016-04-04,21.07
2016-04-05,20.66
2016-04-06,20.41
2016-04-07,20.44
2016-04-08,20.6
2016-04-11,21.13
2016-04-12,21.14
2016-04-13,21.08
2016-04-14,21.28
2016-04-15,21.27
2016-04-18,21.07
2016-04-19,21.23
2016-04-20,21.16
2016-04-22,20.94
2016-04-25,21.26
2016-04-26,21.42
2016-04-27,21.37
2016-04-28,21.55
2016-04-29,21.82
2016-05-02,21.6
2016-05-03,21.16
2016-05-04,21.29
2016-05-05,21.27
2016-05-06,21.16
2016-05-09,21.16
2016-05-10,21.38
2016-05-11,21.61
2016-05-12,21.51
2016-05-13,21.31
2016-05-16,21.49
2016-05-17,21.53
2016-05-18,21.45
2016-05-19,21.1
2016-05-20,21.53
2016-05-23,21.43
2016-05-24,21.55
2016-05-25,21.38
2016-05-27,21.22
2016-05-30,21.41
2016-05-31,21.45
2016-06-01,21.5
2016-06-02,21.85
2016-06-03,22.38
2016-06-06,22.82
2016-06-07,23.22
2016-06-08,24.03
2016-06-09,24.34
2016-06-10,24.04
2016-06-13,23.91
2016-06-14,23.88
2016-06-15,24.1
2016-06-16,24.36
2016-06-17,24.69
2016-06-20,25.4
2016-06-21,25.34
2016-06-22,25.41
2016-06-23,25.76
2016-06-24,25.6
2016-06-27,25.32
2016-06-28,25.96
2016-06-29,26.66
2016-06-30,26.7
2016-07-01,26.69
2016-07-04,26.74
2016-07-05,26.41
2016-07-06,26.16
2016-07-07,25.82
2016-07-08,26.02
2016-07-11,25.94
2016-07-12,26.11
2016-07-13,25.79
2016-07-14,26.22
2016-07-15,25.99
2016-07-18,26.02
2016-07-19,25.94
2016-07-20,25.98
2016-07-21,26.15
2016-07-22,26.18
2016-07-25,26.18
2016-07-26,26.15
2016-07-27,25.99
2016-07-28,26.15
2016-07-29,26.34
2016-08-01,25.84
2016-08-02,26.03
2016-08-03,25.6
2016-08-04,26.3
2016-08-05,26.68
2016-08-08,26.65
2016-08-09,27.02
2016-08-10,26.98
2016-08-11,26.71
2016-08-12,26.73
